0 -0.06087056886782682
1000 -0.059680381879297965
2000 -0.05885891880054418
3000 -0.058234093763778146
4000 -0.057731389479327405
5000 -0.05731180404143076
6000 -0.056952385861207544
7000 -0.05663849782440002
8000 -0.05636023961005473
9000 -0.05611060640120706
10000 -0.055884462359723545
11000 -0.05567793154807795
12000 -0.0554880180032236
13000 -0.05531235880540145
14000 -0.05514905796777866
15000 -0.05499657137760098
16000 -0.05485362506667459
17000 -0.054719155870367894
18000 -0.05459226750475157
19000 -0.05447219749693794
20000 -0.05435829190537224
21000 -0.05424998572952099
22000 -0.05414678754033692
23000 -0.05404826728659795
24000 -0.053954046521821813
25000 -0.05386379049787237
26000 -0.05377720171368389
27000 -0.05369401460956283
28000 -0.05361399117165078
29000 -0.0535369172656544
30000 -0.053462599559512096
31000 -0.05339086292516451
32000 -0.05332154823274673
33000 -0.05325451046826893
34000 -0.05318961711956058
35000 -0.05312674678593842
36000 -0.05306578797544564
37000 -0.05300663806013932
38000 -0.05294920236518012
39000 -0.052893393371706426
40000 -0.052839130016878136
41000 -0.052786337077238406
42000 -0.052734944623786716
43000 -0.05268488753899978
44000 -0.052636105087551815
45000 -0.052588540533735836
46000 -0.052542140799630585
47000 -0.052496856158922196
48000 -0.052452639962016705
49000 -0.05240944838868933
50000 -0.05236724022503154
51000 -0.05232597666189068
52000 -0.052285621112370104
53000 -0.05224613904626888
54000 -0.05220749783961326
55000 -0.05216966663766119
56000 -0.05213261622996042
57000 -0.052096318936211375
58000 -0.05206074850183551
59000 -0.05202588000227608
60000 -0.051991689755171995
61000 -0.05195815523964124
62000 -0.05192525502199549
63000 -0.05189296868728156
64000 -0.05186127677611159
65000 -0.051830160726298674
66000 -0.051799602818868265
67000 -0.0517695861280569
68000 -0.05174009447495176
69000 -0.05171111238445703
70000 -0.05168262504530617
71000 -0.05165461827286515
72000 -0.051627078474496206
73000 -0.05159999261727461
74000 -0.051573348197869025
75000 -0.051547133214414224
76000 -0.05152133614022057
77000 -0.0514959458991784
78000 -0.051470951842727916
79000 -0.05144634372827707
80000 -0.05142211169895964
81000 -0.051398246264635
82000 -0.05137473828403945
83000 -0.05135157894800683
84000 -0.051328759763682424
85000 -0.05130627253966018
86000 -0.05128410937198009
87000 -0.051262262630926377
88000 -0.05124072494857201
89000 -0.05121948920702007
90000 -0.051198548527295856
91000 -0.05117789625884651
92000 -0.051157525969609194
93000 -0.051137431436611355
94000 -0.05111760663706949
95000 -0.05109804573995432
96000 -0.051078743097994435
97000 -0.05105969324009075
98000 -0.051040890864116936
99000 -0.051022330830082396
100000 -0.05100400815363651
101000 -0.05098591799989354
102000 -0.050968055677559916
103000 -0.05095041663334554
104000 -0.050932996446643966
105000 -0.05091579082446503
106000 -0.050898795596606185
107000 -0.05088200671104958
108000 -0.05086542022957156
109000 -0.05084903232355358
110000 -0.05083283926998339
111000 -0.05081683744763609
112000 -0.05080102333342588
113000 -0.05078539349891865
114000 -0.05076994460699795
115000 -0.05075467340867578
116000 -0.05073957674004076
117000 -0.050724651519336784
118000 -0.050709894744165526
119000 -0.05069530348880639
120000 -0.050680874901648514
121000 -0.05066660620272855
122000 -0.050652494681369654
123000 -0.05063853769391656
124000 -0.050624732661561936
125000 -0.05061107706826001
126000 -0.05059756845872272
127000 -0.05058420443649531
128000 -0.05057098266210687
129000 -0.05055790085129272
130000 -0.050544956773285535
131000 -0.05053214824917145
132000 -0.050519473150308795
133000 -0.050506929396806295
134000 -0.05049451495605825
135000 -0.05048222784133403
136000 -0.05047006611041944
137000 -0.05045802786430814
138000 -0.050446111245940145
139000 -0.05043431443898616
140000 -0.05042263566667524
141000 -0.050411073190664436
142000 -0.05039962530994785
143000 -0.05038829035980445
144000 -0.050377066710782355
145000 -0.05036595276771813
146000 -0.050354946968789886
147000 -0.0503440477846029
148000 -0.05033325371730563
149000 -0.05032256329973637
150000 -0.050311975094597616
151000 -0.050301487693658435
152000 -0.0502910997169829
153000 -0.050280809812183934
154000 -0.0502706166537014
155000 -0.0502605189421038
156000 -0.050250515403412147
157000 -0.050240604788445456
158000 -0.05023078587218753
159000 -0.05022105745317319
160000 -0.05021141835289387
161000 -0.05020186741522203
162000 -0.05019240350585315
163000 -0.05018302551176519
164000 -0.05017373234069418
165000 -0.05016452292062622
166000 -0.050155396199304605
167000 -0.05014635114375193
168000 -0.05013738673980624
169000 -0.050128501991671355
170000 -0.05011969592148015
171000 -0.05011096756887083
172000 -0.050102315990575665
173000 -0.0500937402600213
174000 -0.05008523946694127
175000 -0.05007681271699905
176000 -0.050068459131422015
177000 -0.050060177846646035
178000 -0.05005196801396994
179000 -0.050043828799219696
180000 -0.05003575938242189
181000 -0.050027758957486526
182000 -0.05001982673189829
183000 -0.050011961926416604
184000 -0.05000416377478359
185000 -0.04999643152344025
186000 -0.049988764431250034
187000 -0.04998116176923019
188000 -0.049973622820290046
189000 -0.04996614687897623
190000 -0.04995873325122491
191000 -0.04995138125412028
192000 -0.049944090215659646
193000 -0.049936859474524226
194000 -0.049929688379856486
195000 -0.0499225762910427
196000 -0.04991552257750131
197000 -0.0499085266184767
198000 -0.04990158780283833
199000 -0.049894705528884566
200000 -0.049887879204151955
201000 -0.04988110824522888
202000 -0.04987439207757404
203000 -0.049867730135339516
204000 -0.049861121861197906
205000 -0.04985456670617403
206000 -0.0498480641294806
207000 -0.049841613598357835
208000 -0.049835214587917225
209000 -0.04982886658098859
210000 -0.049822569067971355
211000 -0.049816321546688976
212000 -0.04981012352224702
213000 -0.0498039745068944
214000 -0.0497978740198883
